sample_id,split,target_id,view,sequence_name,template_frame_id,search_frame_id,group,pair_id,balanced_primary,occlusion,out_of_view,bbox_valid,bbox_x,bbox_y,bbox_w,bbox_h,causal_max_gap,template_rule
d2p1-train-md3031-3-000249-clean,train,md3031,C,md3031-3,248,249,clean,d2p1-train-md3031-C-00035,True,0,0,True,607.0,190.0,20.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000249-synthetic,train,md3031,C,md3031-3,248,249,synthetic,d2p1-train-md3031-C-00035,True,0,0,True,607.0,190.0,20.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000254-clean,train,md3031,C,md3031-3,253,254,clean,d2p1-train-md3031-C-00036,True,0,0,True,608.0,186.0,18.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000254-synthetic,train,md3031,C,md3031-3,253,254,synthetic,d2p1-train-md3031-C-00036,True,0,0,True,608.0,186.0,18.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000260-clean,train,md3031,C,md3031-3,259,260,clean,d2p1-train-md3031-C-00037,True,0,0,True,608.0,182.0,18.0,26.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000260-synthetic,train,md3031,C,md3031-3,259,260,synthetic,d2p1-train-md3031-C-00037,True,0,0,True,608.0,182.0,18.0,26.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000266-clean,train,md3031,C,md3031-3,265,266,clean,d2p1-train-md3031-C-00038,True,0,0,True,608.0,178.0,18.0,26.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000266-synthetic,train,md3031,C,md3031-3,265,266,synthetic,d2p1-train-md3031-C-00038,True,0,0,True,608.0,178.0,18.0,26.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000285-clean,train,md3031,C,md3031-3,284,285,clean,d2p1-train-md3031-C-00039,True,0,0,True,610.0,172.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000285-synthetic,train,md3031,C,md3031-3,284,285,synthetic,d2p1-train-md3031-C-00039,True,0,0,True,610.0,172.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000291-clean,train,md3031,C,md3031-3,290,291,clean,d2p1-train-md3031-C-00040,True,0,0,True,611.0,170.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000291-synthetic,train,md3031,C,md3031-3,290,291,synthetic,d2p1-train-md3031-C-00040,True,0,0,True,611.0,170.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000297-clean,train,md3031,C,md3031-3,296,297,clean,d2p1-train-md3031-C-00041,True,0,0,True,611.0,169.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000297-synthetic,train,md3031,C,md3031-3,296,297,synthetic,d2p1-train-md3031-C-00041,True,0,0,True,611.0,169.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000303-natural,train,md3031,C,md3031-3,302,303,natural,,True,1,0,True,610.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000304-natural,train,md3031,C,md3031-3,302,304,natural,,True,1,0,True,610.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000305-natural,train,md3031,C,md3031-3,302,305,natural,,True,1,0,True,610.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000306-natural,train,md3031,C,md3031-3,302,306,natural,,True,1,0,True,610.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000307-natural,train,md3031,C,md3031-3,302,307,natural,,True,1,0,True,610.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000308-natural,train,md3031,C,md3031-3,302,308,natural,,True,1,0,True,610.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000309-natural,train,md3031,C,md3031-3,302,309,natural,,True,1,0,True,609.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000310-natural,train,md3031,C,md3031-3,302,310,natural,,True,1,0,True,609.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000311-natural,train,md3031,C,md3031-3,302,311,natural,,True,1,0,True,609.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000312-natural,train,md3031,C,md3031-3,302,312,natural,,True,1,0,True,609.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000313-natural,train,md3031,C,md3031-3,302,313,natural,,True,1,0,True,609.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000314-natural,train,md3031,C,md3031-3,302,314,natural,,True,1,0,True,609.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000315-natural,train,md3031,C,md3031-3,302,315,natural,,True,1,0,True,609.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000316-natural,train,md3031,C,md3031-3,302,316,natural,,True,1,0,True,609.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000317-natural,train,md3031,C,md3031-3,302,317,natural,,True,1,0,True,608.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000318-natural,train,md3031,C,md3031-3,302,318,natural,,True,1,0,True,608.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000319-natural,train,md3031,C,md3031-3,302,319,natural,,True,1,0,True,608.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000320-natural,train,md3031,C,md3031-3,302,320,natural,,True,1,0,True,608.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000321-natural,train,md3031,C,md3031-3,302,321,natural,,True,1,0,True,608.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000322-natural,train,md3031,C,md3031-3,302,322,natural,,True,1,0,True,608.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000323-natural,train,md3031,C,md3031-3,302,323,natural,,True,1,0,True,608.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000324-natural,train,md3031,C,md3031-3,302,324,natural,,True,1,0,True,608.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000325-natural,train,md3031,C,md3031-3,302,325,natural,,True,1,0,True,607.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000326-natural,train,md3031,C,md3031-3,302,326,natural,,True,1,0,True,607.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000327-natural,train,md3031,C,md3031-3,302,327,natural,,True,1,0,True,607.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000328-natural,train,md3031,C,md3031-3,302,328,natural,,True,1,0,True,607.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000329-natural,train,md3031,C,md3031-3,302,329,natural,,True,1,0,True,607.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000330-natural,train,md3031,C,md3031-3,302,330,natural,,True,1,0,True,607.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000331-natural,train,md3031,C,md3031-3,302,331,natural,,True,1,0,True,607.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000332-natural,train,md3031,C,md3031-3,302,332,natural,,True,1,0,True,607.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000333-natural,train,md3031,C,md3031-3,302,333,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000334-natural,train,md3031,C,md3031-3,302,334,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000335-natural,train,md3031,C,md3031-3,302,335,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000336-natural,train,md3031,C,md3031-3,302,336,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000337-natural,train,md3031,C,md3031-3,302,337,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000338-natural,train,md3031,C,md3031-3,302,338,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000339-natural,train,md3031,C,md3031-3,302,339,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000340-natural,train,md3031,C,md3031-3,302,340,natural,,True,1,0,True,606.0,172.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000341-natural,train,md3031,C,md3031-3,302,341,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000342-natural,train,md3031,C,md3031-3,302,342,natural,,True,1,0,True,606.0,171.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000343-natural,train,md3031,C,md3031-3,302,343,natural,,True,1,0,True,606.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000344-natural,train,md3031,C,md3031-3,302,344,natural,,True,1,0,True,606.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000345-natural,train,md3031,C,md3031-3,302,345,natural,,True,1,0,True,607.0,170.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000346-natural,train,md3031,C,md3031-3,302,346,natural,,True,1,0,True,607.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000347-natural,train,md3031,C,md3031-3,302,347,natural,,True,1,0,True,607.0,169.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000348-natural,train,md3031,C,md3031-3,302,348,natural,,True,1,0,True,607.0,168.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000349-natural,train,md3031,C,md3031-3,302,349,natural,,True,1,0,True,607.0,168.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000350-natural,train,md3031,C,md3031-3,302,350,natural,,True,1,0,True,608.0,168.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000351-natural,train,md3031,C,md3031-3,302,351,natural,,True,1,0,True,608.0,167.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000352-natural,train,md3031,C,md3031-3,302,352,natural,,True,1,0,True,608.0,167.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000353-natural,train,md3031,C,md3031-3,302,353,natural,,True,1,0,True,609.0,167.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000354-natural,train,md3031,C,md3031-3,302,354,natural,,True,1,0,True,609.0,166.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000355-natural,train,md3031,C,md3031-3,302,355,natural,,True,1,0,True,610.0,166.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000356-natural,train,md3031,C,md3031-3,302,356,natural,,True,1,0,True,610.0,166.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000357-natural,train,md3031,C,md3031-3,302,357,natural,,True,1,0,True,610.0,165.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000358-natural,train,md3031,C,md3031-3,302,358,natural,,True,1,0,True,611.0,165.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000359-natural,train,md3031,C,md3031-3,302,359,natural,,True,1,0,True,611.0,165.0,17.0,23.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000360-clean,train,md3031,C,md3031-3,302,360,clean,d2p1-train-md3031-C-00042,True,0,0,True,612.0,165.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000360-synthetic,train,md3031,C,md3031-3,302,360,synthetic,d2p1-train-md3031-C-00042,True,0,0,True,612.0,165.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000379-clean,train,md3031,C,md3031-3,364,379,clean,d2p1-train-md3031-C-00043,True,0,0,True,620.0,161.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000379-synthetic,train,md3031,C,md3031-3,364,379,synthetic,d2p1-train-md3031-C-00043,True,0,0,True,620.0,161.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000385-clean,train,md3031,C,md3031-3,384,385,clean,d2p1-train-md3031-C-00044,True,0,0,True,621.0,161.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000385-synthetic,train,md3031,C,md3031-3,384,385,synthetic,d2p1-train-md3031-C-00044,True,0,0,True,621.0,161.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000391-clean,train,md3031,C,md3031-3,390,391,clean,d2p1-train-md3031-C-00045,True,0,0,True,621.0,162.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000391-synthetic,train,md3031,C,md3031-3,390,391,synthetic,d2p1-train-md3031-C-00045,True,0,0,True,621.0,162.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000396-clean,train,md3031,C,md3031-3,395,396,clean,d2p1-train-md3031-C-00046,True,0,0,True,617.0,162.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000396-synthetic,train,md3031,C,md3031-3,395,396,synthetic,d2p1-train-md3031-C-00046,True,0,0,True,617.0,162.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000402-clean,train,md3031,C,md3031-3,401,402,clean,d2p1-train-md3031-C-00047,True,0,0,True,614.0,163.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000402-synthetic,train,md3031,C,md3031-3,401,402,synthetic,d2p1-train-md3031-C-00047,True,0,0,True,614.0,163.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000408-clean,train,md3031,C,md3031-3,407,408,clean,d2p1-train-md3031-C-00048,True,0,0,True,614.0,163.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000408-synthetic,train,md3031,C,md3031-3,407,408,synthetic,d2p1-train-md3031-C-00048,True,0,0,True,614.0,163.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000455-clean,train,md3031,C,md3031-3,454,455,clean,d2p1-train-md3031-C-00049,True,0,0,True,581.0,184.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000455-synthetic,train,md3031,C,md3031-3,454,455,synthetic,d2p1-train-md3031-C-00049,True,0,0,True,581.0,184.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000460-clean,train,md3031,C,md3031-3,459,460,clean,d2p1-train-md3031-C-00050,True,0,0,True,576.0,187.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000460-synthetic,train,md3031,C,md3031-3,459,460,synthetic,d2p1-train-md3031-C-00050,True,0,0,True,576.0,187.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000466-clean,train,md3031,C,md3031-3,465,466,clean,d2p1-train-md3031-C-00051,True,0,0,True,571.0,189.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000466-synthetic,train,md3031,C,md3031-3,465,466,synthetic,d2p1-train-md3031-C-00051,True,0,0,True,571.0,189.0,16.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000472-clean,train,md3031,C,md3031-3,471,472,clean,d2p1-train-md3031-C-00052,True,0,0,True,566.0,191.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000472-synthetic,train,md3031,C,md3031-3,471,472,synthetic,d2p1-train-md3031-C-00052,True,0,0,True,566.0,191.0,17.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000478-clean,train,md3031,C,md3031-3,477,478,clean,d2p1-train-md3031-C-00053,True,0,0,True,562.0,192.0,18.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000478-synthetic,train,md3031,C,md3031-3,477,478,synthetic,d2p1-train-md3031-C-00053,True,0,0,True,562.0,192.0,18.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000483-clean,train,md3031,C,md3031-3,482,483,clean,d2p1-train-md3031-C-00054,True,0,0,True,560.0,193.0,19.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000483-synthetic,train,md3031,C,md3031-3,482,483,synthetic,d2p1-train-md3031-C-00054,True,0,0,True,560.0,193.0,19.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000489-clean,train,md3031,C,md3031-3,488,489,clean,d2p1-train-md3031-C-00055,True,0,0,True,559.0,193.0,22.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000489-synthetic,train,md3031,C,md3031-3,488,489,synthetic,d2p1-train-md3031-C-00055,True,0,0,True,559.0,193.0,22.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000495-clean,train,md3031,C,md3031-3,494,495,clean,d2p1-train-md3031-C-00056,True,0,0,True,558.0,194.0,24.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000495-synthetic,train,md3031,C,md3031-3,494,495,synthetic,d2p1-train-md3031-C-00056,True,0,0,True,558.0,194.0,24.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000500-clean,train,md3031,C,md3031-3,499,500,clean,d2p1-train-md3031-C-00057,True,0,0,True,558.0,194.0,25.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000500-synthetic,train,md3031,C,md3031-3,499,500,synthetic,d2p1-train-md3031-C-00057,True,0,0,True,558.0,194.0,25.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000506-clean,train,md3031,C,md3031-3,505,506,clean,d2p1-train-md3031-C-00058,True,0,0,True,559.0,194.0,28.0,22.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000506-synthetic,train,md3031,C,md3031-3,505,506,synthetic,d2p1-train-md3031-C-00058,True,0,0,True,559.0,194.0,28.0,22.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000512-clean,train,md3031,C,md3031-3,511,512,clean,d2p1-train-md3031-C-00059,True,0,0,True,561.0,193.0,30.0,22.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000512-synthetic,train,md3031,C,md3031-3,511,512,synthetic,d2p1-train-md3031-C-00059,True,0,0,True,561.0,193.0,30.0,22.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000518-clean,train,md3031,C,md3031-3,517,518,clean,d2p1-train-md3031-C-00060,True,0,0,True,564.0,192.0,31.0,21.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000518-synthetic,train,md3031,C,md3031-3,517,518,synthetic,d2p1-train-md3031-C-00060,True,0,0,True,564.0,192.0,31.0,21.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000523-clean,train,md3031,C,md3031-3,522,523,clean,d2p1-train-md3031-C-00061,True,0,0,True,565.0,191.0,33.0,22.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000523-synthetic,train,md3031,C,md3031-3,522,523,synthetic,d2p1-train-md3031-C-00061,True,0,0,True,565.0,191.0,33.0,22.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000529-clean,train,md3031,C,md3031-3,528,529,clean,d2p1-train-md3031-C-00062,True,0,0,True,567.0,190.0,33.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000529-synthetic,train,md3031,C,md3031-3,528,529,synthetic,d2p1-train-md3031-C-00062,True,0,0,True,567.0,190.0,33.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000535-clean,train,md3031,C,md3031-3,534,535,clean,d2p1-train-md3031-C-00063,True,0,0,True,563.0,191.0,33.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000535-synthetic,train,md3031,C,md3031-3,534,535,synthetic,d2p1-train-md3031-C-00063,True,0,0,True,563.0,191.0,33.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000540-clean,train,md3031,C,md3031-3,539,540,clean,d2p1-train-md3031-C-00064,True,0,0,True,558.0,192.0,33.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000540-synthetic,train,md3031,C,md3031-3,539,540,synthetic,d2p1-train-md3031-C-00064,True,0,0,True,558.0,192.0,33.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000546-clean,train,md3031,C,md3031-3,545,546,clean,d2p1-train-md3031-C-00065,True,0,0,True,552.0,194.0,35.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000546-synthetic,train,md3031,C,md3031-3,545,546,synthetic,d2p1-train-md3031-C-00065,True,0,0,True,552.0,194.0,35.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000552-clean,train,md3031,C,md3031-3,551,552,clean,d2p1-train-md3031-C-00066,True,0,0,True,544.0,197.0,37.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000552-synthetic,train,md3031,C,md3031-3,551,552,synthetic,d2p1-train-md3031-C-00066,True,0,0,True,544.0,197.0,37.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000558-clean,train,md3031,C,md3031-3,557,558,clean,d2p1-train-md3031-C-00067,True,0,0,True,534.0,200.0,38.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000558-synthetic,train,md3031,C,md3031-3,557,558,synthetic,d2p1-train-md3031-C-00067,True,0,0,True,534.0,200.0,38.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000563-clean,train,md3031,C,md3031-3,562,563,clean,d2p1-train-md3031-C-00068,True,0,0,True,523.0,203.0,39.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000563-synthetic,train,md3031,C,md3031-3,562,563,synthetic,d2p1-train-md3031-C-00068,True,0,0,True,523.0,203.0,39.0,24.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000569-clean,train,md3031,C,md3031-3,568,569,clean,d2p1-train-md3031-C-00069,True,0,0,True,509.0,207.0,40.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000569-synthetic,train,md3031,C,md3031-3,568,569,synthetic,d2p1-train-md3031-C-00069,True,0,0,True,509.0,207.0,40.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000575-clean,train,md3031,C,md3031-3,574,575,clean,d2p1-train-md3031-C-00070,True,0,0,True,492.0,212.0,41.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000575-synthetic,train,md3031,C,md3031-3,574,575,synthetic,d2p1-train-md3031-C-00070,True,0,0,True,492.0,212.0,41.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000580-clean,train,md3031,C,md3031-3,579,580,clean,d2p1-train-md3031-C-00071,True,0,0,True,478.0,217.0,42.0,22.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000580-synthetic,train,md3031,C,md3031-3,579,580,synthetic,d2p1-train-md3031-C-00071,True,0,0,True,478.0,217.0,42.0,22.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000586-clean,train,md3031,C,md3031-3,585,586,clean,d2p1-train-md3031-C-00072,True,0,0,True,456.0,220.0,43.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000586-synthetic,train,md3031,C,md3031-3,585,586,synthetic,d2p1-train-md3031-C-00072,True,0,0,True,456.0,220.0,43.0,23.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000592-clean,train,md3031,C,md3031-3,591,592,clean,d2p1-train-md3031-C-00073,True,0,0,True,434.0,224.0,43.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000592-synthetic,train,md3031,C,md3031-3,591,592,synthetic,d2p1-train-md3031-C-00073,True,0,0,True,434.0,224.0,43.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000598-clean,train,md3031,C,md3031-3,597,598,clean,d2p1-train-md3031-C-00074,True,0,0,True,411.0,230.0,44.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000598-synthetic,train,md3031,C,md3031-3,597,598,synthetic,d2p1-train-md3031-C-00074,True,0,0,True,411.0,230.0,44.0,25.0,200,latest_prior_common_visible
d2p1-train-md3031-3-000614-natural,train,md3031,C,md3031-3,613,614,natural,,True,1,0,True,340.0,245.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000615-natural,train,md3031,C,md3031-3,613,615,natural,,True,1,0,True,336.0,246.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000616-natural,train,md3031,C,md3031-3,613,616,natural,,True,1,0,True,331.0,247.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000617-natural,train,md3031,C,md3031-3,613,617,natural,,True,1,0,True,326.0,248.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000618-natural,train,md3031,C,md3031-3,613,618,natural,,True,1,0,True,321.0,249.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000619-natural,train,md3031,C,md3031-3,613,619,natural,,True,1,0,True,316.0,250.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000620-natural,train,md3031,C,md3031-3,613,620,natural,,True,1,0,True,312.0,252.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000621-natural,train,md3031,C,md3031-3,613,621,natural,,True,1,0,True,306.0,253.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000622-natural,train,md3031,C,md3031-3,613,622,natural,,True,1,0,True,300.0,255.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000623-natural,train,md3031,C,md3031-3,613,623,natural,,True,1,0,True,294.0,256.0,48.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000624-natural,train,md3031,C,md3031-3,613,624,natural,,True,1,0,True,289.0,258.0,47.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000625-natural,train,md3031,C,md3031-3,613,625,natural,,True,1,0,True,283.0,259.0,47.0,26.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000626-natural,train,md3031,C,md3031-3,613,626,natural,,True,1,0,True,277.0,261.0,47.0,26.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000627-natural,train,md3031,C,md3031-3,613,627,natural,,True,1,0,True,272.0,262.0,46.0,27.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000628-natural,train,md3031,C,md3031-3,613,628,natural,,True,1,0,True,266.0,264.0,46.0,27.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000629-natural,train,md3031,C,md3031-3,613,629,natural,,True,1,0,True,260.0,265.0,46.0,28.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000630-natural,train,md3031,C,md3031-3,613,630,natural,,True,1,0,True,255.0,267.0,46.0,28.0,200,latest_prior_same_view_visible
d2p1-train-md3031-3-000631-natural,train,md3031,C,md3031-3,613,631,natural,,True,1,0,True,248.0,269.0,48.0,28.0,200,latest_prior_same_view_visible
d2p1-train-md3032-1-000009-clean,train,md3032,A,md3032-1,8,9,clean,d2p1-train-md3032-A-00000,True,0,0,True,790.0,589.0,39.0,43.0,200,latest_prior_common_visible
d2p1-train-md3032-1-000009-synthetic,train,md3032,A,md3032-1,8,9,synthetic,d2p1-train-md3032-A-00000,True,0,0,True,790.0,589.0,39.0,43.0,200,latest_prior_common_visible
d2p1-train-md3032-1-000027-clean,train,md3032,A,md3032-1,26,27,clean,d2p1-train-md3032-A-00001,True,0,0,True,769.0,545.0,38.0,39.0,200,latest_prior_common_visible
